attWidths,SEMR2_V1,SEMR2_V2,SEMR2_V3
1,0.0245797296510476,0.0443760197019145,0.0269415017816221
3,0.0535488792687151,0.0363417283147284,0.0590848711616218
5,0.039714240436936,0.0566358654997586,0.0792272192708213
7,0.0354797321573194,0.111130611884298,0.0538039148248837
9,0.0122789577019717,0.0836131908344278,0.0613400815574542
