attWidths,avgR2_V1,avgR2_V2,avgR2_V3
1,0.434973865339706,0.532628057268384,0.516236929735639
3,0.448807325419954,0.557091903432451,0.576677713262643
5,0.444783080262317,0.560015211771652,0.565806203437793
9,0.433933948210037,0.564859916013381,0.528795549323992
