attWidths,SEMR2_V1,SEMR2_V2,SEMR2_V3
1,0.025690053361851,0.0485662264058428,0.0338251442134498
3,0.0278617714702386,0.0482037887811919,0.0375677143767336
5,0.0253802818031573,0.0454167311722463,0.0301311393401998
9,0.034949843867958,0.0468940765218314,0.0201024175706261
