Gain_width1,Gain_width2,Gain_width3,Gain_width4,Gain_width5
0.42187743415897,0.458795268148603,0.386700160529069,0.508594106420708,0.397791653115151
0.466268811833795,0.668438871164493,0.318837862548838,0.438657587977934,0.509828682705433
0.633387299475079,0.804960480666773,0.689344351476476,0.736794071757844,0.791641905578322
0.394289169146132,0.514621674439432,0.538369819460037,0.557746829578315,0.496049889147577
0.744256051569375,0.641669980235885,0.735516893892155,0.638873724462606,0.711720169552962
