Base_width1,Base_width2,Base_width3,Base_width4,Base_width5
-0.310474400688972,-0.143303229366332,-0.215894642040759,-0.203444388562945,-0.119266762244741
-0.423460408249971,-0.0605266732846481,-0.397717172356649,-0.285831038861609,-0.336612174705244
-0.583458379507893,-0.538200533436106,-0.270272006850589,-0.152261411174674,-0.560986819363669
-0.0997476114879002,-0.425257660119221,-0.0754341607460815,-0.288796531804465,-0.195811073422095
-0.394854124464817,0.0291022463058737,-0.284670150477488,-0.287227212384117,-0.0379599401174185
