Base_width1,Base_width2,Base_width3,Base_width4,Base_width5
-0.143196309246237,-0.263364788485549,-0.120496688139398,-0.112299985625895,-0.0917674739156909
-0.252255055312548,-0.156212319359907,-0.370121590245312,-0.0836326973125808,-0.154003283414959
-0.645565189427593,-0.293800021583419,-0.478476582600484,-0.0564668066871233,-0.354572004063242
-0.0832824606377358,-0.158602899362998,-0.147402906550633,-0.230984555831755,-0.144060349795316
-0.365878114046198,-0.0611364556527893,-0.0344231665362598,-0.262524364309415,-0.233891186867038
