Ampl_width1,Ampl_width2,Ampl_width3,Ampl_width4
0.181191866355718,0.431573193590481,0.256678974840826,0.339030165239716
0.215682586472952,0.27371417317171,0.278339921644414,0.436473238343567
0.213417564210414,0.526597897456063,0.287124332370748,0.304084204525985
0.441014100377911,0.3934483493653,0.339425774950721,0.311555197608963
0.261512510527923,0.358664957431168,0.201810074532406,0.299152356907784
0.343553708814285,0.375978337216701,0.375206777751855,0.243339292084176
0.380771110759702,0.0370377974158197,0.180827702207921,0.147303934656576
0.633399375223729,0.461309921400248,0.45863039338275,0.292906562713005
