angErr_width1,angErr_width2,angErr_width3,angErr_width4
48.9779237557895,25.1826913313426,25.9048942342583,37.4925841473006
48.7786333804764,53.2413274325261,58.6728841346756,65.7436658947066
31.0479210606205,16.8219538110102,15.7374577936485,29.2718892131916
35.1102515878379,25.5567080745204,18.6965163958256,33.9278370201265
63.0278118652169,59.232488185688,73.2436867187325,48.4278849688758
27.7109809032012,17.1678428602652,25.5433856762682,39.8628406379514
48.4237049921032,55.6395702737473,53.2602605449989,46.2633057300152
45.6185937154779,22.4329464456596,35.4834700971509,46.6940231799324
