Base_width1,Base_width2,Base_width3,Base_width4
-0.30507896273744,-0.0795855586797274,-0.224404767562848,-0.1214648374063
-0.212174506182648,-0.256083141236817,-0.134121749810161,-0.081417454493691
-0.249823019538218,-0.0637594170988691,-0.211331773119316,-0.15893081458185
-0.199906818404306,-0.253067917764658,-0.389234830207923,-0.385971789086945
-0.117263651549061,-0.0592197620524169,-0.109016276259831,-0.0352542745872807
-0.324943041602615,-0.289908580072626,-0.353346308570198,-0.504345729725964
-0.0166932361721373,-0.335892585214472,-0.111601884574042,-0.260964609328978
0.0519553563019027,-0.181698198723068,-0.259948061909623,-0.410451539478476
