angErr_width1,angErr_width2,angErr_width3,angErr_width4
20.8502867193562,19.981881905734,26.4606684569003,22.8999351014976
25.008538037778,20.1946158390453,35.9148345293059,27.5038309836995
15.1875273229659,13.5022302278651,18.8788036504213,22.6881578866538
51.7740453869098,26.8909090960898,27.1644017513126,48.8679915338201
34.2012455199685,40.819526149918,40.8129220663463,47.9066874318548
17.2432932668116,16.0898051384979,23.9036162964813,30.3847490484668
26.6510210302294,33.1480547679503,28.369242617593,37.5403834251186
68.8784015414379,40.4976306499364,55.6368065897648,42.1693904722801
