Base_width1,Base_width2,Base_width3,Base_width4
-0.200866926956024,-0.204520954753367,-0.299915900986783,-0.284041258886671
-0.227932851018127,-0.253947479821251,-0.286962181002579,-0.225703834543573
-0.254222099755448,-0.14809110143191,-0.322272370250431,-0.341980205542961
-0.385923341161606,-0.284827047985359,-0.326717057220599,-0.286150310340485
-0.208074501471227,-0.145924815645344,-0.150847914187244,-0.132165509449728
-0.304289439485414,-0.356464787751641,-0.412969627085087,-0.419868358860159
-0.171678468463866,-0.334504043477969,-0.184489748685305,-0.288085271328397
-0.0727530061856753,-0.227071078492084,-0.36686796094892,-0.430997473431749
