Var1,Var2,Var3,Var4,Var5,subjID
66,114,102,150,138,013
114,150,150,162,198,004
126,126,138,162,150,019
114,102,30,30,150,022
78,84,78,132,126,012
138,150,174,162,162,021
150,126,222,210,174,003
90,78,120,126,150,025
