Var1,Var2,Var3,Var4,Var5,subjID
126,138,150,150,144,013
90,162,138,162,156,004
120,186,138,138,150,019
126,150,138,162,162,022
72,78,84,114,114,012
150,144,150,126,138,021
138,162,186,150,156,003
102,150,138,144,156,025
