Var1,Var2,Var3,Var4,Var5,subjID
-0.383019800784087,-0.37440350442641,-0.346731728538964,-0.206294653660437,-0.200866926956024,013
-0.306471663967531,-0.234693423279216,-0.276075811164066,-0.216501498521325,-0.227932851018127,004
-0.345243184901072,-0.397201613628553,-0.336839598836136,-0.356133829670575,-0.254222099755448,019
-0.366010270496609,-0.379060106446087,-0.409258462821536,-0.359263591390783,-0.385923341161606,022
-0.514627619723661,-0.330270193922517,-0.273003838832502,-0.355370620904545,-0.208074501471227,012
-0.370708207540129,-0.443186824566516,-0.350474993126891,-0.305876954943027,-0.304289439485414,021
-0.201908366518805,-0.141198959465506,-0.149443914836471,-0.179229614288098,-0.171678465456969,003
-0.251790113383596,-0.250768367883461,-0.172426966828569,-0.173281705685974,-0.0727530061856753,025
