Var1,Var2,Var3,Var4,Var5,subjID
102,114,144,138,114,013
132,108,90,114,126,004
174,90,168,144,114,019
138,114,126,126,138,022
102,90,90,90,102,012
102,84,126,78,114,021
102,60,102,90,186,003
114,222,126,144,102,025
