Var1,Var2,Var3,Var4,Var5,subjID
162,168,210,174,186,013
150,186,138,174,198,004
150,198,162,186,162,019
150,192,186,210,204,022
102,90,102,90,102,012
114,114,174,198,186,021
114,186,174,138,210,003
78,192,162,174,186,025
