Var1,Var2,Var3,Var4,Var5,subjID
102,66,102,102,114,013
126,156,126,150,138,004
90,138,102,114,102,019
24,24,54,90,102,022
90,102,90,144,114,012
150,150,114,114,114,021
144,156,138,138,162,003
114,78,126,108,66,025
